"Pergunta","Posição","tags","deck"
"Qual é a base do tratamento hospitalar da&nbsp;bronquiolite viral aguda?<br>{{c1::<b>Hidratação</b>, <b>oxigênio</b> (se SpO<sub>2</sub>&nbsp;&lt; 92%) e <b>nebulização com soro fisiológico</b>.}}","22"," Estratégia::Pediatria::Bronquiolite_Viral_Aguda::08.Tratamento ","Estratégia"
"Qual é a medicação indicada para prevenção de&nbsp;bronquiolite viral aguda&nbsp;em casos específicos?<br>{{c1::Palivizumabe.}}","31"," Estratégia::Pediatria::Bronquiolite_Viral_Aguda::10.Prevenção ","Estratégia"
"Quais são os 3 achados mais comuns da radiografia de tórax na&nbsp;bronquiolite viral aguda?<br>{{c1::<ol><li>Hiperinsuflação pulmonar.</li><li>Atelectasia.</li><li>Infiltrado intersticial difuso.</li></ol>
<figure>
    <img src=""hiperinsuflação.jpg"">
    <figcaption>Legenda: hipertransparência do parênquima pulmonar e retificação dos arcos costais.</figcaption>
</figure>}}","20"," Estratégia::Pediatria::Bronquiolite_Viral_Aguda::07.Diagnóstico ","Estratégia"
"Qual é a apresentação inicial típica da&nbsp;bronquiolite viral aguda?<br>{{c1::IVAS leve (rinorreia, tosse, obstrução nasal e febre baixa).}}","16"," Estratégia::Pediatria::Bronquiolite_Viral_Aguda::06.Quadro_Clínico ","Estratégia"
"Qual é a indicação de uso dos corticoides na&nbsp;bronquiolite viral aguda?<br>{{c1::Contraindicados como tratamento da bronquiolite.}}","24"," Estratégia::Pediatria::Bronquiolite_Viral_Aguda::08.Tratamento ","Estratégia"
"Qual é a recomendação sobre broncodilatadores inalatórios&nbsp;na&nbsp;bronquiolite viral aguda?<br>{{c1::Não são recomendados de rotina, mas alguns autores sugerem prova terapềutica na BVA severa.}}","23"," Estratégia::Pediatria::Bronquiolite_Viral_Aguda::08.Tratamento ","Estratégia"
"Qual é o prognóstico da&nbsp;bronquiolite viral aguda?<br>{{c1::Em geral, doença autolimitada e sem sequelas.<br><img src=""AndreaM_Ped_Leg_138.jpg"">}}","34"," Estratégia::Pediatria::Bronquiolite_Viral_Aguda::11.Prognóstico ","Estratégia"
"Qual é o mecanismo responsável pela obstrução das vias aéreas na&nbsp;bronquiolite viral aguda?<br>{{c1::Inflamação (edema e muco).<img src=""bronquíolo.jpg"">}}","07"," Estratégia::Pediatria::Bronquiolite_Viral_Aguda::03.Fisiopatologia ","Estratégia"
"<b>Diagnóstico provável:</b> lactente com dependência de oxigênio e sibilância persistente após quadro de bronquiolite grave.<br>{{c1::Bronquiolite obliterante.}}","29"," Estratégia::Pediatria::Bronquiolite_Viral_Aguda::09.Complicações ","Estratégia"
"Qual é a recomendação de precaução/isolamento para pacientes com bronquiolite?<br>{{c1::Precaução respiratória por gotículas.}}","33"," Estratégia::Pediatria::Bronquiolite_Viral_Aguda::10.Prevenção ","Estratégia"
"<b>Diagnóstico provável:</b>&nbsp;lactente com quadro de IVAS, que evolui com taquipneia, sibilos e tiragem após alguns dias.<br>{{c1::Bronquiolite viral aguda.<br>
<figure>
    <img src=""paste-edc840b39bec18b332d42e737f70035c063d761f.png"">
    <figcaption>Legenda: sinais de desconforto respiratório.</figcaption>
</figure>}}","18"," Estratégia::Pediatria::Bronquiolite_Viral_Aguda::06.Quadro_Clínico ","Estratégia"
"Qual é o melhor preditor inicial de severidade da bronquiolite viral aguda?<br>{{c1::SpO<sub>2</sub> &lt; 92%.}}","27"," Estratégia::Pediatria::Bronquiolite_Viral_Aguda::09.Complicações ","Estratégia"
"Cite, pelo menos, 2 fatores de risco para bronquiolite grave.<br>{{c1::<br><ul><li>Comorbidades: cardiopatia, doença pulmonar, imunodeficiência e doença neurológica.</li><li>Obstétrico: prematuridade e baixo peso ao nascer.</li><li>Idade &lt; 12 semanas.</li><li>Social: desnutrição e tabagismo passivo.</li></ul>}}","12"," Estratégia::Pediatria::Bronquiolite_Viral_Aguda::05.Fatores_de_Risco ","Estratégia"
"Qual é a ausculta pulmonar mais característica da bronquiolite viral aguda?<br>{{c1::Sibilos expiratórios.}}","17"," Estratégia::Pediatria::Bronquiolite_Viral_Aguda::06.Quadro_Clínico ","Estratégia"
"Cite, pelo menos, 2 sinais de gravidade em lactentes com bronquiolite.<br>{{c1::<br><ul><li>Idade &lt; 3 meses.</li><li>Pulmonar: desconforto respiratório intenso, SpO<sub>2</sub><span style=""font-size: 20px;""><sub>&nbsp;</sub>&lt;&nbsp;92%, apneia, FR &gt; 60 irpm, atelectasia.</span></li><li>Ectoscopia: desidratação grave, toxemia, letargia/irritabilidade.</li><li>Redução da ingesta de líquidos/diurese.<sub>&nbsp;</sub></li></ul>}}","19"," Estratégia::Pediatria::Bronquiolite_Viral_Aguda::06.Quadro_Clínico ","Estratégia"
"Qual é a base do tratamento ambulatorial da bronquiolite aguda viral?<br>{{c1::Suporte:&nbsp;lavagem nasal, inalação com soro fisiológico e antitérmicos para a febre.}}","21"," Estratégia::Pediatria::Bronquiolite_Viral_Aguda::08.Tratamento ","Estratégia"
"Qual é a recomendação sobre fisioterapia respiratória em lactentes com bronquiolite?<br>{{c1::De forma geral, não é benéfica.}}","26"," Estratégia::Pediatria::Bronquiolite_Viral_Aguda::08.Tratamento ","Estratégia"
"Qual é a recomendação sobre amamentação durante quadro de bronquiolite?<br>{{c1::Suspender apenas se houver desconforto respiratório intenso.}}","25"," Estratégia::Pediatria::Bronquiolite_Viral_Aguda::08.Tratamento ","Estratégia"
"Quais são as 3 principais complicações <b>agudas</b> da bronquiolite?<br>{{c1::Atelectasia, pneumonia bacteriana secundária e otite média aguda.}}","28"," Estratégia::Pediatria::Bronquiolite_Viral_Aguda::09.Complicações ","Estratégia"
"Que pacientes têm indicação de uso do palivizumabe segundo a SBP?<br>{{c1::<br><ol><li>Prematuros (IG&nbsp;≤ 28 semanas): até um ano de idade.</li><li>Prematuros (IG de 29 a 31 semanas e 6 dias): nos primeiros 6 meses.</li><li>Crianças &lt; 2 anos com cardiopatia congênita com repercussão hemodinâmica ou doença pulmonar crônica.</li></ol>}}","32"," Estratégia::Pediatria::Bronquiolite_Viral_Aguda::10.Prevenção ","Estratégia"
"Qual é o risco dos filhos desenvolverem fibrose cística (<b>ff</b>), quando ambos os pais são portadores (<b>Ff</b>)?<br>{{c1::<b>Risco de 25% </b>(herança autossômica recessiva).<br><img src=""DenissonC_FC_090.jpg"">}}","02"," Estratégia::Pediatria::Fibrose_Cística::01.Epidemiologia_e_Herança_Genética ","Estratégia"
"Qual é a fisiopatologia do acometimento respiratório na fibrose cística?<br>{{c1::Secreções mucosas espessas causam obstrução difusa das pequenas vias aéreas, levando a infecções de repetição.<br><img data-editor-shrink=""true"" src=""paste-f8f76e905de3e27e643c1cc5efa42988db9b102e.jpg"">}}","05"," Estratégia::Pediatria::Fibrose_Cística::02.Fisiopatologia ","Estratégia"
"Qual é o sintoma mais comum da insuficiência pancreática?<br>{{c1::Fezes esteatorreicas, volumosas e de odor fétido (flutuam ou grudam no vaso).}}","17"," Estratégia::Pediatria::Fibrose_Cística::03.Quadro_Clínico::b)Trato_Gastrointestinal ","Estratégia"
"Qual é o quadro clínico da pancreatite na forma edematosa dos lactentes com fibrose cística não tratados precocemente?<br>{{c1::Hipoproteinemia, edema, perda de eletrólitos e anemia devido à má absorção de nutrientes.}}","20"," Estratégia::Pediatria::Fibrose_Cística::03.Quadro_Clínico::b)Trato_Gastrointestinal ","Estratégia"
"Que quadro clínico em um RN nos leva a suspeitar de íleo meconial?<br>{{c1::Ausência de eliminação de mecônio nas primeiras 48h, distensão abdominal e vômitos biliosos (abdome agudo obstrutivo). }}","15"," Estratégia::Pediatria::Fibrose_Cística::03.Quadro_Clínico::b)Trato_Gastrointestinal ","Estratégia"
"Qual é o exame indicado para diagnóstico inicial de insuficiência pancreática na fibrose cística?<br>{{c1::<b>Teste da elastase fecal</b> &lt; 200 mcg/g.}}","19"," Estratégia::Pediatria::Fibrose_Cística::03.Quadro_Clínico::b)Trato_Gastrointestinal ","Estratégia"
"Quais são as 3 situações em que se indica o teste do cloro no suor?<br>{{c1::<br><ol><li>Teste do pezinho positivo.</li><li>Sintomas sugestivos de fibrose cística.</li><li>Irmão portador de fibrose cística.</li></ol>}}","24"," Estratégia::Pediatria::Fibrose_Cística::04.Diagnóstico ","Estratégia"
"O teste genético é indicado para que tipo de paciente com fibrose cística confirmada?<br>{{c1::<b>Para todos os pacientes</b>, pois auxilia no planejamento familiar e prognóstico. }}","25"," Estratégia::Pediatria::Fibrose_Cística::04.Diagnóstico ","Estratégia"
"Quais são os exames diagnósticos para fibrose cística?<br>{{c1::Teste do suor, genético e da função da CFTR.}}","21"," Estratégia::Pediatria::Fibrose_Cística::04.Diagnóstico ","Estratégia"
"Qual é o antibiótico indicado contra infecção por <i>S. aureus </i>meticilino-resistente em paciente com fibrose cística?<br>{{c1::Vancomicina.}}","32"," Estratégia::Pediatria::Fibrose_Cística::05.Tratamento_e_Prevenção ","Estratégia"
"Qual é o antibiótico indicado contra infecção por <i>S. aureus </i>meticilino-sensível em paciente com fibrose cística?<br>{{c1::Oxacilina.}}","31"," Estratégia::Pediatria::Fibrose_Cística::05.Tratamento_e_Prevenção ","Estratégia"
"Qual é o antibiótico indicado contra infecção por <i>Pseudomonas aeruginosa </i>em paciente com fibrose cística?<br>{{c1::Betalactâmico + aminoglicosídeo.}}","33"," Estratégia::Pediatria::Fibrose_Cística::05.Tratamento_e_Prevenção ","Estratégia"
"Qual é a alteração clássica esperada na TC de tórax de paciente com fibrose cística avançada?<br>{{c1::Bronquiectasia.<br><img src=""paste-8a45c025d43be1fe8a924ea874ff3ae58d74aa0d.jpg"" data-editor-shrink=""true"">}}","08"," Estratégia::Pediatria::Fibrose_Cística::03.Quadro_Clínico::a)Doença_Pulmonar ","Estratégia"
"Qual é o tratamento da insuficiência pancreática da fibrose cística?<br>{{c1::Reposição de enzimas pancreáticas.}}","29"," Estratégia::Pediatria::Fibrose_Cística::05.Tratamento_e_Prevenção ","Estratégia"
"Como deve ser a dieta de pacientes com fibrose cística (macronutrientes)?<br>{{c1::Hipercalórica, hiperproteica e hiperlipídica.}}","27"," Estratégia::Pediatria::Fibrose_Cística::05.Tratamento_e_Prevenção ","Estratégia"
"Quais são os quatro métodos contraceptivos considerados muito efetivos (índice de Pearl &lt; 1 no uso típico)?<br>{{c1::Implante, DIU (de cobre ou hormonal), laqueadura e vasectomia.}}","02"," Estratégia::Ginecologia::Planejamento_Familiar::01.Conceitos_Iniciais::a)Índice_de_Pearl ","Estratégia"
"Quais são os 3 critérios necessários para garantir a eficácia contraceptiva da amenorreia lactacional?<br>{{c1::<br><ol><li>Usar até 6 meses pós-parto;</li><li>Amamentação exclusiva e com intervalos curtos entre as mamadas;</li><li>Amenorreia.</li></ol>}}<br>","09"," Estratégia::Ginecologia::Planejamento_Familiar::02.Métodos_Comportamentais::b)Amenorreia_Lactacional ","Estratégia"
"Quais são os únicos contraceptivos que protegem contra ISTs?<br>{{c1::Preservativos masculino e feminino.}}","12"," Estratégia::Ginecologia::Planejamento_Familiar::03.Métodos_Barreira ","Estratégia"
"Que métodos de esterilização cirúrgica irreversíveis são proibidos?<br>{{c1::Histerectomia ou ooforectomia.}}","50"," Estratégia::Ginecologia::Planejamento_Familiar::08.Métodos_Irreversíveis ","Estratégia"
"Em geral, qual é o contraceptivo contraindicado para mulheres hipertensas?<br>{{c1::Contraceptivos hormonais combinados.}}","24"," Estratégia::Ginecologia::Planejamento_Familiar::04.Métodos_Hormonais_Combinados::b)Indicações ","Estratégia"
"Qual é a conduta caso ocorra sangramento discreto nos primeiros meses de uso da pílula anticoncepcional?<br>{{c1::Continuar a cartela normalmente (sangramento de escape costuma melhorar com o passar dos meses).}}","29"," Estratégia::Ginecologia::Planejamento_Familiar::04.Métodos_Hormonais_Combinados::d)Efeitos_Adversos ","Estratégia"
"Qual é o método contraceptivo de emergência hormonal mais indicado?<br>{{c1::Levonorgestrel 1,5 mg, dose única, até 72h após a relação sexual.}}","44"," Estratégia::Ginecologia::Planejamento_Familiar::07.Contracepção_de_Emergência ","Estratégia"
"Qual é o contraceptivo hormonal de escolha durante a amamentação?<br>{{c1::Contraceptivos contendo apenas progestágenos.}}","34"," Estratégia::Ginecologia::Planejamento_Familiar::05.Hormonal_Progesterona ","Estratégia"
"O que são contraceptivos tipo LARC?<br>{{c1::Contraceptivos reversíveis, muito eficazes, com duração ≥ 3 anos (p. ex. DIU e implante subdérmico de etonogestrel).}}","35"," Estratégia::Ginecologia::Planejamento_Familiar::05.Hormonal_Progesterona ","Estratégia"
"Que imunoglobulina atravessa a barreira placentária?<br>{{c1::IgG.}}","03"," Estratégia::Pediatria::Imunizações::02.Introdução ","Estratégia"
"Qual é a principal imunoglobulina adquirida pelo leite materno?<br>{{c1::IgA.}}","04"," Estratégia::Pediatria::Imunizações::02.Introdução ","Estratégia"
"Qual é a diferença entre a imunoglogulina homóloga e a heteróloga?<br>{{c1::<br><ul><li>Homóloga: obtida de humanos;</li><li>Heteróloga: obtida de animais.</li></ul>}}","01"," Estratégia::Pediatria::Imunizações::01.Definições ","Estratégia"
"Que tipo de imunização produz memória imunológica?<br>{{c1::Imunização ativa.}}","05"," Estratégia::Pediatria::Imunizações::02.Introdução ","Estratégia"
"Quais são as seis vacinas de rotina com componentes vivos atenuados?<br>{{c1::<br><ul><li>BCG;</li><li>Poliomielite oral (VOP);</li><li>Rotavírus;</li><li>Febre amarela;</li><li>Tríplice/tetra viral;</li><li>Varicela.</li></ul>}}","06"," Estratégia::Pediatria::Imunizações::02.Introdução ","Estratégia"
"Que vacinas vivas não podem ser aplicadas simultaneamente em crianças &lt; 2 anos?<br>{{c1::Sarampo (tríplice ou tetra viral) com febre amarela.}}","60"," Estratégia::Pediatria::Imunizações::04.Tipos_de_Imunizantes::i)Tríplice_Viral_e_Tetra_Viral ","Estratégia"
"Qual é a recomendação para o intervalo de coadministração de vacina inativada com inativada?<br>{{c1::Administrar no mesmo dia ou com qualquer intervalo de tempo.}}","07"," Estratégia::Pediatria::Imunizações::02.Introdução ","Estratégia"
"Qual é recomendação para o intervalo de coadministração de vacina inativada com viva?<br>{{c1::Administrar no mesmo dia ou com qualquer intervalo de tempo.}}","08"," Estratégia::Pediatria::Imunizações::02.Introdução ","Estratégia"
"Qual é a recomendação para o intervalo de coadministração de vacina viva com viva?<br>{{c1::Administrar no mesmo dia ou com 4 semanas de intervalo.<br>Exceção: não coadministrar a tríplice/tetra viral com a febre amarela em crianças &lt; 2 anos.<br>}}","09"," Estratégia::Pediatria::Imunizações::02.Introdução ","Estratégia"
"Qual é o intervalo mínimo para a administração de vacinas após transfusão de sangue?<br>{{c1::5 meses após a transfusão.}}","10"," Estratégia::Pediatria::Imunizações::02.Introdução ","Estratégia"
"Caso um paciente apresente esquema vacinal incompleto, ele deve ser reiniciado ou continuar de onde parou?<br>{{c1::Completar o esquema de onde parou.}}","11"," Estratégia::Pediatria::Imunizações::02.Introdução ","Estratégia"
"O que é imunidade de rebanho?<br>{{c1::Quando um grupo de pessoas imunizadas impede a propagação da doença para quem ainda não tem imunidade.<br><img src=""paste-e58f2af35d64b47d4c9c6128432d57fa7125e416.png"">}}","02"," Estratégia::Pediatria::Imunizações::01.Definições ","Estratégia"
"As vacinas devem ser mantidas em que intervalo de temperatura?<br>{{c1::Entre +2º C e +8º C.}}","12"," Estratégia::Pediatria::Imunizações::02.Introdução ","Estratégia"
"Que grupos de pacientes têm contraindicação para vacinas vivas?<br>{{c1::Imunodeprimidos e gestantes.}}","13"," Estratégia::Pediatria::Imunizações::02.Introdução ","Estratégia"
"Qual é a dose de corticoide oral que contraindica a administração das vacinas vivas atenuadas?<br>{{c1::20 mg/dia de prednisona ou equivalente por ≥ 14 dias (dose imunossupressora).}}","14"," Estratégia::Pediatria::Imunizações::02.Introdução ","Estratégia"
"Que vacinas são indicadas para gestantes com esquema vacinal prévio completo?<br>{{c1::<br><ul><li>Influenza;</li><li>dTpa ≥ 20 semanas independentemente de doses anteriores.</li></ul>}}","40"," Estratégia::Pediatria::Imunizações::03.Calendário_Vacinal::c)Gestantes ","Estratégia"
"A BCG protege contra que formas de tuberculose?<br>{{c1::Tuberculose miliar e meningoencefalite tuberculosa.}}","41"," Estratégia::Pediatria::Imunizações::04.Tipos_de_Imunizantes::a)BCG ","Estratégia"
"Qual é a recomendação caso não se forme a cicatriz da BCG?<br>{{c1::Não revacinar (considerar a criança imunizada).<br><img src=""paste-6488111ed47e4a2bcf6f7b3ed47f9bf7ac8d45ed.png"" data-editor-shrink=""true"">}}","42"," Estratégia::Pediatria::Imunizações::04.Tipos_de_Imunizantes::a)BCG ","Estratégia"
"Quando se deve aplicar a BCG em filhos de mães HIV<sup>+</sup>?<br>{{c1::Vacinar ao nascer, pois ainda não há evidência de imunossupressão.}}","43"," Estratégia::Pediatria::Imunizações::04.Tipos_de_Imunizantes::a)BCG ","Estratégia"
